yourlist:M201907185C475328CEF75220C360D524E9D456CE29FB3CW	Entry	Gene names	Protein names	EC number	Function [CC]	Pathway	Keywords	Protein existence	Gene ontology (GO)	Protein families	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (CLASS)	Taxonomic lineage (ORDER)	Taxonomic lineage (FAMILY)	Taxonomic lineage (GENUS)	Taxonomic lineage (SPECIES)	Cross-reference (BioCyc)	Cross-reference (BRENDA)	Cross-reference (CDD)	Cross-reference (eggNOG)	Ensembl transcript	Cross-reference (InterPro)	Cross-reference (KEGG)	Cross-reference (KO)	Cross-reference (Pfam)	Cross-reference (Reactome)	Cross-reference (RefSeq)	Cross-reference (UniPathway)	Organism	Organism ID
A0A090I598	A0A090I598	DSM1535_2249	Putative membrane protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR023804;	mfi:DSM1535_2249;		PF12670;		WP_048073582.1;		Methanobacterium formicicum	2162
A0A090I0Z9	A0A090I0Z9	leuC2 leuC DSM1535_0178	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	4.2.1.33	FUNCTION: Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate. {ECO:0000256|HAMAP-Rule:MF_01027}.	PATHWAY: Amino-acid biosynthesis; L-leucine biosynthesis; L-leucine from 3-methyl-2-oxobutanoate: step 2/4. {ECO:0000256|HAMAP-Rule:MF_01027}.	4Fe-4S;Amino-acid biosynthesis;Branched-chain amino acid biosynthesis;Complete proteome;Iron;Iron-sulfur;Leucine biosynthesis;Lyase;Metal-binding	Inferred from homology	3-isopropylmalate dehydratase activity [GO:0003861]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; leucine biosynthetic process [GO:0009098]	Aconitase/IPM isomerase family, LeuC type 2 subfamily	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd01583;			IPR015931;IPR001030;IPR018136;IPR036008;IPR011826;IPR006251;IPR033941;	mfi:DSM1535_0178;	K16792;	PF00330;		WP_048071873.1;	UPA00048;UER00071	Methanobacterium formicicum	2162
A0A090I7Q7	A0A090I7Q7	BRM9_0866 DSM1535_0829 MB9_1920	Putative transporter MTH_1382 (Transporter)				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]; transmembrane transport [GO:0055085]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR004776;	mfc:BRM9_0866;mfi:DSM1535_0829;	K07088;	PF03547;		WP_048072421.1;		Methanobacterium formicicum	2162
A0A089ZV18	A0A089ZV18	BRM9_0842 DSM1535_0804 MB9_1894	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfc:BRM9_0842;mfi:DSM1535_0804;				WP_048072406.1;		Methanobacterium formicicum	2162
A0A090I6M0	A0A090I6M0	DSM1535_1457	Amidohydrolase				Complete proteome;Hydrolase	Predicted	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR006680;IPR011059;IPR032466;	mfi:DSM1535_1457;		PF01979;				Methanobacterium formicicum	2162
A0A090I8R8	A0A090I8R8	DSM1535_2434	UPF0146 protein DSM1535_2434				Complete proteome	Inferred from homology		UPF0146 family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR005353;	mfi:DSM1535_2434;	K09713;	PF03686;		WP_048073728.1;		Methanobacterium formicicum	2162
A0A090JWQ9	A0A090JWQ9	DSM1535_1640	Capsule synthesis protein CapA				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd07381;			IPR019079;IPR029052;	mfi:DSM1535_1640;		PF09587;		WP_048073092.1;		Methanobacterium formicicum	2162
A0A090JT13	A0A090JT13	DSM1535_0171	TetR family transcriptional regulator				Complete proteome;DNA-binding	Predicted	DNA binding [GO:0003677]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR023772;IPR009057;IPR001647;IPR036271;	mfi:DSM1535_0171;		PF00440;		WP_048071866.1;		Methanobacterium formicicum	2162
A0A090I4M4	A0A090I4M4	DSM1535_0392	Uncharacterized protein				Complete proteome	Predicted	regulation of transcription, DNA-templated [GO:0006355]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR013321;IPR010985;	mfi:DSM1535_0392;				WP_048072057.1;		Methanobacterium formicicum	2162
A0A090I8F7	A0A090I8F7	DSM1535_2250	Putative membrane protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR025671;	mfi:DSM1535_2250;		PF13787;		WP_048073583.1;		Methanobacterium formicicum	2162
A0A090I9S7	A0A090I9S7	DSM1535_1792	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfi:DSM1535_1792;				WP_048073215.1;		Methanobacterium formicicum	2162
A0A090I426	A0A090I426	BRM9_1052 DSM1535_1713 MB9_1291	Uncharacterized protein				Coiled coil;Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfc:BRM9_1052;mfi:DSM1535_1713;						Methanobacterium formicicum	2162
A0A089ZUS3	A0A089ZUS3	BRM9_0357 DSM1535_0284 MB9_1393	ATPase AAA family (Magnesium chelatase ChlI subunit)				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR003593;IPR000523;IPR027417;	mfc:BRM9_0357;mfi:DSM1535_0284;		PF01078;		WP_048071959.1;		Methanobacterium formicicum	2162
A0A090I4S5	A0A090I4S5	DSM1535_2141	5-formyltetrahydrofolate cyclo-ligase-related protein				Complete proteome;Ligase	Predicted	ligase activity [GO:0016874]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR002698;IPR024185;IPR037171;	mfi:DSM1535_2141;	K01934;	PF01812;				Methanobacterium formicicum	2162
A0A090I493	A0A090I493	DSM1535_1678	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR001602;IPR035917;	mfi:DSM1535_1678;		PF01894;		WP_048073122.1;		Methanobacterium formicicum	2162
A0A090JTH0	A0A090JTH0	DSM1535_0358	Uncharacterized protein				Coiled coil;Complete proteome;Phosphoprotein	Predicted	phosphorelay signal transduction system [GO:0000160]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd00075;cd00130;cd00156;			IPR011006;IPR003594;IPR036890;IPR005467;IPR001610;IPR000014;IPR000700;IPR035965;IPR013656;IPR011495;IPR001789;	mfi:DSM1535_0358;		PF02518;PF07568;PF08448;PF13426;PF00072;				Methanobacterium formicicum	2162
A0A090I6F1	A0A090I6F1	DSM1535_0238	Uncharacterized protein				Complete proteome	Predicted	iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity [GO:0016491]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd06660;			IPR017896;IPR017900;IPR020471;IPR009051;IPR023210;IPR036812;	mfi:DSM1535_0238;	K07079;	PF00248;		WP_048071922.1;		Methanobacterium formicicum	2162
A0A090I4J6	A0A090I4J6	BRM9_0421 DSM1535_0347 MB9_1456	Putative membrane protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfc:BRM9_0421;mfi:DSM1535_0347;						Methanobacterium formicicum	2162
A0A090I7W1	A0A090I7W1	DSM1535_2021	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR036412;IPR023214;IPR024196;	mfi:DSM1535_2021;				WP_048073393.1;		Methanobacterium formicicum	2162
A0A090I769	A0A090I769	DSM1535_0596	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfi:DSM1535_0596;				WP_048073815.1;		Methanobacterium formicicum	2162
A0A089ZGA9	A0A089ZGA9	BRM9_1250 DSM1535_1932 MB9_1064	HEAT repeat-containing protein (PBS lyase HEAT domain-containing protein)				Complete proteome;Lyase	Predicted	lyase activity [GO:0016829]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR011989;IPR016024;IPR000225;IPR021133;IPR004155;	mfc:BRM9_1250;mfi:DSM1535_1932;				WP_048073322.1;		Methanobacterium formicicum	2162
A0A089ZAM5	A0A089ZAM5	BRM9_1040 DSM1535_1700 MB9_1303	Oxidoreductase molybdopterin binding domain-containing protein (YuiH)				Complete proteome	Predicted	nitrate assimilation [GO:0042128]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR000572;IPR036374;	mfc:BRM9_1040;mfi:DSM1535_1700;		PF00174;		WP_052399965.1;		Methanobacterium formicicum	2162
A0A090I6B9	A0A090I6B9	DSM1535_0187	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfi:DSM1535_0187;				WP_048071882.1;		Methanobacterium formicicum	2162
A0A090I5R2	A0A090I5R2	DSM1535_1054	Cation transporter				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]; cation transmembrane transporter activity [GO:0008324]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR003445;	mfi:DSM1535_1054;	K03498;	PF02386;		WP_048072611.1;		Methanobacterium formicicum	2162
A0A090JWC3	A0A090JWC3	BRM9_0180 DSM1535_1498 MB9_0145	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR019208;	mfc:BRM9_0180;mfi:DSM1535_1498;		PF09870;		WP_048072989.1;		Methanobacterium formicicum	2162
A0A089ZI00	A0A089ZI00	BRM9_2255 DSM1535_1189 MB9_2293	Putative membrane protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfc:BRM9_2255;mfi:DSM1535_1189;						Methanobacterium formicicum	2162
A0A090JV03	A0A090JV03	DSM1535_0963	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR014347;	mfi:DSM1535_0963;	K01821;					Methanobacterium formicicum	2162
A0A090JVG5	A0A090JVG5	ectB BRM9_2206 DSM1535_1136 MB9_2240	Diaminobutyrate--2-oxoglutarate aminotransferase EctB (Diaminobutyrate-2-oxoglutarate transaminase) (EC 2.6.1.76)	2.6.1.76			Aminotransferase;Complete proteome;Pyridoxal phosphate;Transferase	Inferred from homology	diaminobutyrate-2-oxoglutarate transaminase activity [GO:0045303]; diaminobutyrate-pyruvate transaminase activity [GO:0047307]; pyridoxal phosphate binding [GO:0030170]; ectoine biosynthetic process [GO:0019491]	Class-III pyridoxal-phosphate-dependent aminotransferase family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd00610;			IPR005814;IPR004637;IPR012773;IPR015424;IPR015422;IPR015421;	mfc:BRM9_2206;mfi:DSM1535_1136;	K00836;	PF00202;		WP_048072681.1;		Methanobacterium formicicum	2162
A0A090I1E6	A0A090I1E6	DSM1535_0411	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfi:DSM1535_0411;				WP_048072074.1;		Methanobacterium formicicum	2162
A0A090I5V7	A0A090I5V7	BRM9_1848 DSM1535_0031 MB9_0508	NADPH-dependent FMN reductase				Complete proteome	Predicted	oxidoreductase activity [GO:0016491]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR029039;IPR005025;	mfc:BRM9_1848;mfi:DSM1535_0031;		PF03358;		WP_048071752.1;		Methanobacterium formicicum	2162
A0A090IB28	A0A090IB28	lolD3 DSM1535_2388	Lipoprotein-releasing system ATP-binding protein LolD (EC 3.6.3.-)	3.6.3.-			ATP-binding;Complete proteome;Hydrolase;Lipoprotein;Nucleotide-binding	Predicted	ATP binding [GO:0005524]; ATPase activity [GO:0016887]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR003593;IPR003439;IPR017871;IPR027417;	mfi:DSM1535_2388;	K02003;	PF00005;		WP_048073692.1;		Methanobacterium formicicum	2162
A0A090I6F8	A0A090I6F8	DSM1535_0248	Putative membrane protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR029303;	mfi:DSM1535_0248;		PF14667;		WP_048071929.1;		Methanobacterium formicicum	2162
A0A090I7F6	A0A090I7F6	DSM1535_1820	Virulence protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR011204;	mfi:DSM1535_1820;		PF13310;		WP_048073235.1;		Methanobacterium formicicum	2162
A0A090I4I0	A0A090I4I0	DSM1535_1804	Uncharacterized protein				Complete proteome;Phosphoprotein	Predicted	phosphorelay signal transduction system [GO:0000160]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd00156;			IPR011006;IPR001789;	mfi:DSM1535_1804;		PF00072;		WP_052659989.1;		Methanobacterium formicicum	2162
A0A090I6F5	A0A090I6F5	DSM1535_0243	Uncharacterized protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR039448;IPR012334;IPR011050;	mfi:DSM1535_0243;		PF13229;		WP_048071924.1;		Methanobacterium formicicum	2162
A0A089ZCD8	A0A089ZCD8	fumA4 BRM9_0900 DSM1535_0867 MB9_1954	Fe-S type hydro-lyase tartrate/fumarate beta region (Fumarate hydratase FumA4)				Complete proteome;Lyase	Predicted	hydro-lyase activity [GO:0016836]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR004647;IPR036660;	mfc:BRM9_0900;mfi:DSM1535_0867;	K01678;	PF05683;		WP_048072458.1;		Methanobacterium formicicum	2162
A0A090IAC7	A0A090IAC7	DSM1535_2064	Uncharacterized protein				Complete proteome;Membrane;Transmembrane;Transmembrane helix	Predicted	integral component of membrane [GO:0016021]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR001638;IPR015168;	mfi:DSM1535_2064;	K02051;	PF09084;		WP_052660011.1;		Methanobacterium formicicum	2162
A0A090JTH4	A0A090JTH4	DSM1535_0363	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR032466;IPR016797;	mfi:DSM1535_0363;						Methanobacterium formicicum	2162
A0A090JX82	A0A090JX82	DSM1535_1816	UvrD/REP helicase				ATP-binding;Complete proteome;Helicase;Hydrolase;Nucleotide-binding	Predicted	ATP binding [GO:0005524]; ATP-dependent DNA helicase activity [GO:0004003]; DNA binding [GO:0003677]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR014017;IPR000212;IPR027417;IPR014016;IPR034739;	mfi:DSM1535_1816;	K03657;	PF00580;PF13361;		WP_048073231.1;		Methanobacterium formicicum	2162
A0A090I0V3	A0A090I0V3	rfbC BRM9_1968 DSM1535_0158 MB9_0388	dTDP-4-dehydrorhamnose 3,5 epimerase (dTDP-4-dehydrorhamnose 3,5-epimerase RfbC)				Complete proteome	Predicted	dTDP-4-dehydrorhamnose 3,5-epimerase activity [GO:0008830]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR000888;IPR014710;IPR011051;	mfc:BRM9_1968;mfi:DSM1535_0158;	K01790;	PF00908;				Methanobacterium formicicum	2162
A0A090I3J5	A0A090I3J5	DSM1535_1490	Molybdopterin-guanine dinucleotide biosynthesis protein B				Complete proteome	Predicted	GTP binding [GO:0005525]; iron-sulfur cluster binding [GO:0051536]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd03116;			IPR007202;IPR011005;IPR004435;IPR027417;	mfi:DSM1535_1490;	K03753;	PF04060;PF03205;		WP_048072981.1;		Methanobacterium formicicum	2162
A0A090I4I4	A0A090I4I4	vapC DSM1535_1814	Ribonuclease VapC (RNase VapC) (EC 3.1.-.-) (Putative toxin VapC)	3.1.-.-	FUNCTION: Toxic component of a toxin-antitoxin (TA) system. An RNase. {ECO:0000256|HAMAP-Rule:MF_00265}.		Complete proteome;Hydrolase;Magnesium;Metal-binding;Nuclease;Toxin;Toxin-antitoxin system	Inferred from homology	magnesium ion binding [GO:0000287]; ribonuclease activity [GO:0004540]; toxin activity [GO:0090729]	PINc/VapC protein family	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR029060;IPR002716;IPR022907;	mfi:DSM1535_1814;	K18828;	PF01850;		WP_048073229.1;		Methanobacterium formicicum	2162
A0A090I1F8	A0A090I1F8	DSM1535_0431	Uncharacterized protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum							mfi:DSM1535_0431;				WP_048072091.1;		Methanobacterium formicicum	2162
A0A090I7K8	A0A090I7K8	BRM9_0791 DSM1535_0753 MB9_1843	4Fe-4S ferredoxin iron-sulfur binding domain-containing protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR017896;IPR017900;	mfc:BRM9_0791;mfi:DSM1535_0753;		PF00037;		WP_048072361.1;		Methanobacterium formicicum	2162
A0A090I214	A0A090I214	dut DSM1535_0652	Putative deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)	3.6.1.23			Complete proteome;Hydrolase	Predicted	dUTP diphosphatase activity [GO:0004170]		Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			cd07557;			IPR029054;IPR036157;IPR033704;	mfi:DSM1535_0652;	K01520;	PF00692;		WP_048072279.1;		Methanobacterium formicicum	2162
A0A090JY19	A0A090JY19	BRM9_1453 DSM1535_2144 MB9_0854	Rhodanese domain-containing protein				Complete proteome	Predicted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum						IPR001763;IPR036873;	mfc:BRM9_1453;mfi:DSM1535_2144;		PF00581;		WP_048073493.1;		Methanobacterium formicicum	2162
